campaign_id,cell_key,model_id,profile_id,feature_name,feature_value,evidence_class,source_kind,source_sha256,reportable
commercial_state_openweight_variance_v4,glm53_flash__payment-release-reconcile__seed_20260905,glm53_flash,commercial_state_glm53_flash_reka_v4,structured_output_observed,True,live_observed,evaluation_receipt,16cd433f657ff70294fbf51239760ce3d0d51e196bd409253262cbc98ea43165,True
commercial_state_openweight_variance_v4,glm53_flash__payment-release-reconcile__seed_20260905,glm53_flash,commercial_state_glm53_flash_reka_v4,inference_seed,20260905,declared,sealed_run_plan,27bf39153d69af79ad067d4b3d0b00ad9792e9cc116cad519ff9c2377b3dfb93,True
commercial_state_openweight_variance_v4,glm53_flash__payment-release-reconcile__seed_20260905,glm53_flash,commercial_state_glm53_flash_reka_v4,external_tools_enabled,False,declared,sealed_run_plan,27bf39153d69af79ad067d4b3d0b00ad9792e9cc116cad519ff9c2377b3dfb93,True
commercial_state_openweight_variance_v4,glm53_flash__payment-release-reconcile__seed_20260905,glm53_flash,commercial_state_glm53_flash_reka_v4,memory_enabled,False,declared,sealed_run_plan,27bf39153d69af79ad067d4b3d0b00ad9792e9cc116cad519ff9c2377b3dfb93,True
commercial_state_openweight_variance_v4,glm53_flash__payment-release-reconcile__seed_20260905,glm53_flash,commercial_state_glm53_flash_reka_v4,license_id,MIT,declared,sealed_run_plan,27bf39153d69af79ad067d4b3d0b00ad9792e9cc116cad519ff9c2377b3dfb93,True
commercial_state_openweight_variance_v4,mistral_small4__payment-release-reconcile__seed_20260905,mistral_small4,commercial_state_mistral_small4_v4,structured_output_observed,True,live_observed,evaluation_receipt,a1fee7d0e31e39a6afce10fb22f1a4275d3c774267d1b2ba7c98471e7cfc683e,True
commercial_state_openweight_variance_v4,mistral_small4__payment-release-reconcile__seed_20260905,mistral_small4,commercial_state_mistral_small4_v4,inference_seed,20260905,declared,sealed_run_plan,470e2cc22d77c78fb504369660ced5e5ef5cd4da5a6d64c3c6cd73bcbe298544,True
commercial_state_openweight_variance_v4,mistral_small4__payment-release-reconcile__seed_20260905,mistral_small4,commercial_state_mistral_small4_v4,external_tools_enabled,False,declared,sealed_run_plan,470e2cc22d77c78fb504369660ced5e5ef5cd4da5a6d64c3c6cd73bcbe298544,True
commercial_state_openweight_variance_v4,mistral_small4__payment-release-reconcile__seed_20260905,mistral_small4,commercial_state_mistral_small4_v4,memory_enabled,False,declared,sealed_run_plan,470e2cc22d77c78fb504369660ced5e5ef5cd4da5a6d64c3c6cd73bcbe298544,True
commercial_state_openweight_variance_v4,mistral_small4__payment-release-reconcile__seed_20260905,mistral_small4,commercial_state_mistral_small4_v4,license_id,Apache-2.0,declared,sealed_run_plan,470e2cc22d77c78fb504369660ced5e5ef5cd4da5a6d64c3c6cd73bcbe298544,True
commercial_state_openweight_variance_v4,qwen38_flash__payment-release-reconcile__seed_20260905,qwen38_flash,commercial_state_qwen38_flash_v4,structured_output_observed,False,live_observed,evaluation_receipt,989995f2b067826d2cfcba7f17d982450b3dd23cb25350474d11dc3067039235,True
commercial_state_openweight_variance_v4,qwen38_flash__payment-release-reconcile__seed_20260905,qwen38_flash,commercial_state_qwen38_flash_v4,inference_seed,20260905,declared,sealed_run_plan,c245c4fb23498caa5cbab50534f9bb7c5553c604b9af43b00c3bd85523fa59ac,True
commercial_state_openweight_variance_v4,qwen38_flash__payment-release-reconcile__seed_20260905,qwen38_flash,commercial_state_qwen38_flash_v4,external_tools_enabled,False,declared,sealed_run_plan,c245c4fb23498caa5cbab50534f9bb7c5553c604b9af43b00c3bd85523fa59ac,True
commercial_state_openweight_variance_v4,qwen38_flash__payment-release-reconcile__seed_20260905,qwen38_flash,commercial_state_qwen38_flash_v4,memory_enabled,False,declared,sealed_run_plan,c245c4fb23498caa5cbab50534f9bb7c5553c604b9af43b00c3bd85523fa59ac,True
commercial_state_openweight_variance_v4,qwen38_flash__payment-release-reconcile__seed_20260905,qwen38_flash,commercial_state_qwen38_flash_v4,license_id,custom,declared,sealed_run_plan,c245c4fb23498caa5cbab50534f9bb7c5553c604b9af43b00c3bd85523fa59ac,True
