campaign_id,cell_key,model_id,profile_id,feature_name,feature_value,evidence_class,source_kind,source_sha256,reportable
commercial_state_openweight_variance_v1,glm53_flash__payment-release-reconcile__seed_20260902,glm53_flash,commercial_state_glm53_flash_v1,structured_output_observed,False,live_observed,evaluation_receipt,94f0b25ee858a9d5832bf07bbd70684844dde2d68d654dc5b896c83632f97029,True
commercial_state_openweight_variance_v1,glm53_flash__payment-release-reconcile__seed_20260902,glm53_flash,commercial_state_glm53_flash_v1,inference_seed,20260902,declared,sealed_run_plan,bd5b19d397167a603aed57d45aa4e0b6ff30cfc92e46bef5d4cd0541c7c4c3c9,True
commercial_state_openweight_variance_v1,glm53_flash__payment-release-reconcile__seed_20260902,glm53_flash,commercial_state_glm53_flash_v1,external_tools_enabled,False,declared,sealed_run_plan,bd5b19d397167a603aed57d45aa4e0b6ff30cfc92e46bef5d4cd0541c7c4c3c9,True
commercial_state_openweight_variance_v1,glm53_flash__payment-release-reconcile__seed_20260902,glm53_flash,commercial_state_glm53_flash_v1,memory_enabled,False,declared,sealed_run_plan,bd5b19d397167a603aed57d45aa4e0b6ff30cfc92e46bef5d4cd0541c7c4c3c9,True
commercial_state_openweight_variance_v1,glm53_flash__payment-release-reconcile__seed_20260902,glm53_flash,commercial_state_glm53_flash_v1,license_id,MIT,declared,sealed_run_plan,bd5b19d397167a603aed57d45aa4e0b6ff30cfc92e46bef5d4cd0541c7c4c3c9,True
commercial_state_openweight_variance_v1,mistral_small4__payment-release-reconcile__seed_20260902,mistral_small4,commercial_state_mistral_small4_v1,structured_output_observed,True,live_observed,evaluation_receipt,981bb41d2b08b583b13f3b9f0d7ef4fe68d272a585df153d0b19932f41efc1a1,True
commercial_state_openweight_variance_v1,mistral_small4__payment-release-reconcile__seed_20260902,mistral_small4,commercial_state_mistral_small4_v1,inference_seed,20260902,declared,sealed_run_plan,148f2631107815f6ebf90f399a58d14a71728a8cec37b465234d947469730e11,True
commercial_state_openweight_variance_v1,mistral_small4__payment-release-reconcile__seed_20260902,mistral_small4,commercial_state_mistral_small4_v1,external_tools_enabled,False,declared,sealed_run_plan,148f2631107815f6ebf90f399a58d14a71728a8cec37b465234d947469730e11,True
commercial_state_openweight_variance_v1,mistral_small4__payment-release-reconcile__seed_20260902,mistral_small4,commercial_state_mistral_small4_v1,memory_enabled,False,declared,sealed_run_plan,148f2631107815f6ebf90f399a58d14a71728a8cec37b465234d947469730e11,True
commercial_state_openweight_variance_v1,mistral_small4__payment-release-reconcile__seed_20260902,mistral_small4,commercial_state_mistral_small4_v1,license_id,Apache-2.0,declared,sealed_run_plan,148f2631107815f6ebf90f399a58d14a71728a8cec37b465234d947469730e11,True
commercial_state_openweight_variance_v1,qwen38_flash__payment-release-reconcile__seed_20260902,qwen38_flash,commercial_state_qwen38_flash_v1,structured_output_observed,False,live_observed,evaluation_receipt,02016bcf950c376d5bd243bd68225ebd6f994a6d3800536e91117df077793754,True
commercial_state_openweight_variance_v1,qwen38_flash__payment-release-reconcile__seed_20260902,qwen38_flash,commercial_state_qwen38_flash_v1,inference_seed,20260902,declared,sealed_run_plan,0107fac3a0a626dc99bbbb1f16ea9aaf148d3d5405a87a86c2793749408813de,True
commercial_state_openweight_variance_v1,qwen38_flash__payment-release-reconcile__seed_20260902,qwen38_flash,commercial_state_qwen38_flash_v1,external_tools_enabled,False,declared,sealed_run_plan,0107fac3a0a626dc99bbbb1f16ea9aaf148d3d5405a87a86c2793749408813de,True
commercial_state_openweight_variance_v1,qwen38_flash__payment-release-reconcile__seed_20260902,qwen38_flash,commercial_state_qwen38_flash_v1,memory_enabled,False,declared,sealed_run_plan,0107fac3a0a626dc99bbbb1f16ea9aaf148d3d5405a87a86c2793749408813de,True
commercial_state_openweight_variance_v1,qwen38_flash__payment-release-reconcile__seed_20260902,qwen38_flash,commercial_state_qwen38_flash_v1,license_id,custom,declared,sealed_run_plan,0107fac3a0a626dc99bbbb1f16ea9aaf148d3d5405a87a86c2793749408813de,True
commercial_state_openweight_variance_v1,minimax_m3__payment-release-reconcile__seed_20260902,minimax_m3,commercial_state_minimax_m3_v1,structured_output_observed,False,live_observed,evaluation_receipt,2e43044b07619cf9f67003a87713e342cfe241ebc56f67cd9b142c9682454b0a,True
commercial_state_openweight_variance_v1,minimax_m3__payment-release-reconcile__seed_20260902,minimax_m3,commercial_state_minimax_m3_v1,inference_seed,20260902,declared,sealed_run_plan,beacc19be517f9a2adcf424fab37ffea8b77411b138bde9d6c7a36a89d5ac313,True
commercial_state_openweight_variance_v1,minimax_m3__payment-release-reconcile__seed_20260902,minimax_m3,commercial_state_minimax_m3_v1,external_tools_enabled,False,declared,sealed_run_plan,beacc19be517f9a2adcf424fab37ffea8b77411b138bde9d6c7a36a89d5ac313,True
commercial_state_openweight_variance_v1,minimax_m3__payment-release-reconcile__seed_20260902,minimax_m3,commercial_state_minimax_m3_v1,memory_enabled,False,declared,sealed_run_plan,beacc19be517f9a2adcf424fab37ffea8b77411b138bde9d6c7a36a89d5ac313,True
commercial_state_openweight_variance_v1,minimax_m3__payment-release-reconcile__seed_20260902,minimax_m3,commercial_state_minimax_m3_v1,license_id,custom,declared,sealed_run_plan,beacc19be517f9a2adcf424fab37ffea8b77411b138bde9d6c7a36a89d5ac313,True
