campaign_id,model_id,requested_model,canonical_model,provider,quantization,tenant_profile_id,tenant_profile_sha256,landlord_profile_id,landlord_profile_sha256,input_per_million,cached_input_per_million,output_per_million,endpoint_snapshot_sha256,endpoint_status,uptime_last_5m,uptime_last_30m,planned_admission_probes,passed_admission_probes,admission_failures
housing_model_sensitivity_openrouter_friendli_v14,glm_53_flash,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,Friendli,unknown,housing_glm_53_flash_friendli_tenant_v14,4c658780f1b53dd7a5437f3a17bc9a8a82bb1ba9f61be79dbf30170c251bf09d,housing_glm_53_flash_friendli_landlord_v14,452a16a36824a74f19d40d8ec828d3de534c393e2a8b02fbd78147738f7af0b3,0.15,0.03,0.5,2d4aefd3e1f24649b46010f35c05edde29289ecaa324bd72a294ddd9d4a20405,0,99.69558599695586,99.78649586335735,9,6,3
housing_model_sensitivity_openrouter_friendli_v14,deepseek_v4_flash,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,Parasail,fp8,housing_deepseek_v4_flash_parasail_tenant_v14,5aae23665b8365833c68c4fecce973aca304bb2dcbdf51bdd3cc121c83a30ab8,housing_deepseek_v4_flash_parasail_landlord_v14,e862588dc3a412241930ada78306949fe9090d0cc90c2201e93d643b8a898f72,0.14,0.05,0.28,bad3cd350aa1d33ec1a6f7b1f3f56b6910c63df741ec6506bec3cadd53309d08,0,99.74683544303798,99.40888422525359,9,9,0
