run_id,benchmark_id,benchmark_version,model_name,harness_name,runner_version,tasks_expected,tasks_executed,tasks_passed,tasks_failed,tasks_not_started,call_count,exception_count,prompt_tokens,cached_tokens,completion_tokens,total_tokens,total_cost_usd,latency_seconds,telemetry_complete
runplan_886beb6a47cb9079,refund_v21_1n_suite,2.1.0,mixed[deepseek-v4-flash-0731|refund-v21-scripted-customer|refund-v21-scripted-intake|refund-v21-scripted-payments],minimal_chat@1.0,aeread.shared_runner.task.execution@0.1.0,120,120,60,60,0,752,4,67660,62071,87385,155045,0.026988247999999992,1401.117519,true
