campaign_id,model_id,requested_model,canonical_model,provider,quantization,tenant_profile_id,tenant_profile_sha256,landlord_profile_id,landlord_profile_sha256,input_per_million,cached_input_per_million,output_per_million,endpoint_snapshot_sha256,endpoint_status,uptime_last_5m,uptime_last_30m,planned_admission_probes,passed_admission_probes,admission_failures
housing_model_sensitivity_openrouter_deepinfra_v12,glm_53_flash,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,DeepInfra,fp8,housing_glm_53_flash_deepinfra_tenant_v12,60b4e09fe4438c7d543a1692d1534fe6f5d11e59325d619b5b7a38bd41ce6ac9,housing_glm_53_flash_deepinfra_landlord_v12,cc5cd7451c5729c42f1e38529a9140cb781ded1e8cfbc752d1dd7c267aa0e7be,0.075,0.015,0.25,fc2251f241a3dc91bde3b95efd16ac6640036280a4f44e88c506dca60ab6d9d6,0,99.69040247678018,99.68566078116639,9,8,1
housing_model_sensitivity_openrouter_deepinfra_v12,deepseek_v4_flash,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,Parasail,fp8,housing_deepseek_v4_flash_parasail_tenant_v12,7d6547b618dbe88f4908909a0be7c61aff58467928c1a1149521606b8c2dbdd9,housing_deepseek_v4_flash_parasail_landlord_v12,e7301fd76de2a78bf2690ee8465d1876eaeecfd79224f6d7665b45b63cdf9326,0.14,0.05,0.28,bad3cd350aa1d33ec1a6f7b1f3f56b6910c63df741ec6506bec3cadd53309d08,0,99.94843234323433,99.93933511283669,9,9,0
