campaign_id,cell_key,stage_id,run_plan_id,run_plan_sha256,model_id,profile_id,inference_seed,provider,requested_model,canonical_model,harness,max_action_attempts,sdk_retries,response_cache
datacenter_counteroffer_adoption_v2,land__mistral32_deepinfra__seed_312301,land,runplan_19396ae138acd077,19396ae138acd077c2683a1fc582673c7129096cfb7b91acd78d72debade20b7,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v2,312301,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land__mistral32_deepinfra__seed_312302,land,runplan_e3c1ae6f4be0eef0,e3c1ae6f4be0eef03ae19fb5446a767f1a7be4650fc4857f8b6704727037a1fc,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v2,312302,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land__mistral32_deepinfra__seed_312303,land,runplan_8f810c068c01b46d,8f810c068c01b46d1a8da50d456b3375a2cd09b996eb23a7c0d831175329bd8d,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v2,312303,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land__qwen3_235b_novita__seed_312301,land,runplan_88f198c331197c54,88f198c331197c549be3de7109f039ea0d332cf666b7a0427746caea6050307b,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v2,312301,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land__qwen3_235b_novita__seed_312302,land,runplan_97608e4733809eb0,97608e4733809eb0e5cd248e4bf0fa0ea5a41bbbb182f034fb234f4c42eab7e7,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v2,312302,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land__qwen3_235b_novita__seed_312303,land,runplan_bd393ec47c7a27e1,bd393ec47c7a27e148eddee207d9b04945878f82bbf9b49f23ad5971c6b72554,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v2,312303,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land_power__mistral32_deepinfra__seed_312301,land_power,runplan_81fa1462ce292e6e,81fa1462ce292e6ebf1bccdd26225dd39ad1587495112de10f826afb29449688,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v2,312301,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land_power__mistral32_deepinfra__seed_312302,land_power,runplan_2899c7a9cbc4bbd9,2899c7a9cbc4bbd950f12c8eba08c0e0ed1b2656e31f818e257bccb39b6a55e7,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v2,312302,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land_power__mistral32_deepinfra__seed_312303,land_power,runplan_db22c15a5f839e60,db22c15a5f839e60ad3ed679b68e36ff288c45bb529100340fe21846118ac2b7,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v2,312303,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land_power__qwen3_235b_novita__seed_312301,land_power,runplan_f9d4c456528e9071,f9d4c456528e90719986d0ad131f07ffdf4871ac91080ed785b279178e9d4410,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v2,312301,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land_power__qwen3_235b_novita__seed_312302,land_power,runplan_79540b999d9f04f1,79540b999d9f04f1b341ce7779a0f6e38e681aaf1a95a3777d8a5a49c7561ec1,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v2,312302,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land_power__qwen3_235b_novita__seed_312303,land_power,runplan_24164f159cbbf77e,24164f159cbbf77e43531e0602ceca4eb9f33219c4d3e8735614520d195d59d9,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v2,312303,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v2,land_power_epc__mistral32_deepinfra__seed_312301,land_power_epc,runplan_bca1a1493f5cad97,bca1a1493f5cad974d08d8401f4f188b493b0342dfc814070ab1da5494cd42be,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v2,312301,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
