campaign_id,cell_key,pair_key,model_id,profile_id,inference_seed,provider,requested_model,canonical_model,quantization,harness,reasoning_effort,max_output_tokens,timeout_seconds,max_action_attempts,sdk_retries,response_cache
datacenter_development_terms_public_glm_transfer_v1,glm53_deepinfra__seed_316001,baseline__seed_316001,glm53_deepinfra,datacenter_terms_public_glm53_deepinfra_transfer_v1,316001,DeepInfra,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,fp8,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_glm_transfer_v1,glm53_deepinfra__seed_316002,baseline__seed_316002,glm53_deepinfra,datacenter_terms_public_glm53_deepinfra_transfer_v1,316002,DeepInfra,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,fp8,minimal_chat/1.0,low,900,180.0,1,0,False
datacenter_development_terms_public_glm_transfer_v1,glm53_deepinfra__seed_316003,baseline__seed_316003,glm53_deepinfra,datacenter_terms_public_glm53_deepinfra_transfer_v1,316003,DeepInfra,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,fp8,minimal_chat/1.0,low,900,180.0,1,0,False
