campaign_id,cell_key,stage_id,run_plan_id,run_plan_sha256,model_id,profile_id,inference_seed,provider,requested_model,canonical_model,harness,max_action_attempts,sdk_retries,response_cache
datacenter_counteroffer_adoption_v1,land__mistral32_deepinfra__seed_312301,land,runplan_84393d2bd1d97799,84393d2bd1d9779916d3c42b32baae868dd43ad9c9e3a0a98cf56b758a457815,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v1,312301,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land__mistral32_deepinfra__seed_312302,land,runplan_816fb21d35e16755,816fb21d35e16755d67ff81ed5bbdf6e670d71d054c1c12ab7c512695054b9b2,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v1,312302,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land__mistral32_deepinfra__seed_312303,land,runplan_cd327559477bdf8c,cd327559477bdf8cb7e9f70815983077fee77c353f62fb8eb51903f23e60a22b,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v1,312303,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land__qwen3_235b_novita__seed_312301,land,runplan_16351e07af322f88,16351e07af322f8843d3cb55d8fb2ded24f8c048b4a023b319de85033327ad47,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v1,312301,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land__qwen3_235b_novita__seed_312302,land,runplan_5bbf18ba331873cc,5bbf18ba331873ccc158e51a43eb3e0e4946aa7931dbab0349706b19e781dcda,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v1,312302,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land__qwen3_235b_novita__seed_312303,land,runplan_a077fb40ae3eed96,a077fb40ae3eed96263491ac00bded39de82d41fe4c83ccc07651bb00079d5a0,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v1,312303,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land_power__mistral32_deepinfra__seed_312301,land_power,runplan_ce6005d45a7eaf2d,ce6005d45a7eaf2de82ab43df36e48e0c971278e9e3120040cd434f5d45da90b,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v1,312301,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land_power__mistral32_deepinfra__seed_312302,land_power,runplan_5bbdc00a835201c6,5bbdc00a835201c65e3ef46f82ad45c44eb57c32720e00a0a67fb6a658c5b43d,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v1,312302,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land_power__mistral32_deepinfra__seed_312303,land_power,runplan_0be4bca6eaf1dfc8,0be4bca6eaf1dfc8078fd02bd65279e09ff29952760dab291796fcb4b4357417,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v1,312303,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land_power__qwen3_235b_novita__seed_312301,land_power,runplan_8c50784eb692c2b9,8c50784eb692c2b9a9315021347f2ecb722051868fc083b414633c7e337bb560,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v1,312301,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land_power__qwen3_235b_novita__seed_312302,land_power,runplan_debac72c1dec33b7,debac72c1dec33b703a91d85d4c27ef7264b38416c63f3208d7ae32e387617a4,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v1,312302,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land_power__qwen3_235b_novita__seed_312303,land_power,runplan_5c69ba6a83e48584,5c69ba6a83e485842f8cee026ced67bf856d7d383bcef1aa4e767b332738c32f,qwen3_235b_novita,datacenter_adoption_qwen3_235b_novita_v1,312303,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land_power_epc__mistral32_deepinfra__seed_312301,land_power_epc,runplan_b2ba59f4cf6998e4,b2ba59f4cf6998e43b0b7c5c73974cb76714d31560363d2c6c5c7082d7d622df,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v1,312301,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_adoption_v1,land_power_epc__mistral32_deepinfra__seed_312302,land_power_epc,runplan_92f8d9553e879478,92f8d9553e8794782b7646f542a9a300b885e14f43b81c37432cf5be1b6eedf3,mistral32_deepinfra,datacenter_adoption_mistral32_deepinfra_v1,312302,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
