campaign_id,landlord_model,world_seed,completed_cells,signed_leases,zero_rent_leases,ir_violations,cells_with_ir_violation,source_artifact,source_artifact_sha256
housing_model_sensitivity_openrouter_parasail_v26,deepseek_v4_flash,264284765,12,35,0,0,0,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,deepseek_v4_flash,722524881,12,37,0,0,0,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,deepseek_v4_flash,981417412,12,38,0,0,0,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,deepseek_v4_flash,1460378342,12,31,0,0,0,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,deepseek_v4_flash,1535604354,12,38,0,0,0,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,deepseek_v4_flash,1971418798,12,40,0,0,0,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,glm_53_flash,123194022,10,28,7,7,6,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,glm_53_flash,145537168,11,32,6,7,5,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,glm_53_flash,264284765,12,35,6,6,5,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,glm_53_flash,722524881,12,41,6,7,7,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,glm_53_flash,981417412,12,41,4,4,4,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,glm_53_flash,1460378342,12,30,4,4,4,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,glm_53_flash,1535604354,12,38,5,5,5,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
housing_model_sensitivity_openrouter_parasail_v26,glm_53_flash,1971418798,12,39,3,3,3,evidence/housing_model_sensitivity_openrouter_parasail_v26/trajectories/attempted.json,6d6ec98efc70ae417dc1fb9066566f19c61b54f137de6c092fccb4e3be55293d
