campaign_id,cell_key,model_id,profile_id,feature_name,feature_value,evidence_class,source_kind,source_sha256,reportable
commercial_state_openweight_variance_v2,glm53_flash__payment-release-reconcile__seed_20260903,glm53_flash,commercial_state_glm53_flash_cloudflare_v2,structured_output_observed,False,live_observed,evaluation_receipt,7c96d498bd59ea0b599884b55d6eb432d528bfa8f11c5889aba47afa917b3f17,True
commercial_state_openweight_variance_v2,glm53_flash__payment-release-reconcile__seed_20260903,glm53_flash,commercial_state_glm53_flash_cloudflare_v2,inference_seed,20260903,declared,sealed_run_plan,f87e9c82d86b46f1b77b8a3e5e5d2ce9f2d27ffb30b2c8c5c11c245dcc8c0e00,True
commercial_state_openweight_variance_v2,glm53_flash__payment-release-reconcile__seed_20260903,glm53_flash,commercial_state_glm53_flash_cloudflare_v2,external_tools_enabled,False,declared,sealed_run_plan,f87e9c82d86b46f1b77b8a3e5e5d2ce9f2d27ffb30b2c8c5c11c245dcc8c0e00,True
commercial_state_openweight_variance_v2,glm53_flash__payment-release-reconcile__seed_20260903,glm53_flash,commercial_state_glm53_flash_cloudflare_v2,memory_enabled,False,declared,sealed_run_plan,f87e9c82d86b46f1b77b8a3e5e5d2ce9f2d27ffb30b2c8c5c11c245dcc8c0e00,True
commercial_state_openweight_variance_v2,glm53_flash__payment-release-reconcile__seed_20260903,glm53_flash,commercial_state_glm53_flash_cloudflare_v2,license_id,MIT,declared,sealed_run_plan,f87e9c82d86b46f1b77b8a3e5e5d2ce9f2d27ffb30b2c8c5c11c245dcc8c0e00,True
commercial_state_openweight_variance_v2,mistral_small4__payment-release-reconcile__seed_20260903,mistral_small4,commercial_state_mistral_small4_v2,structured_output_observed,True,live_observed,evaluation_receipt,10381828caddb55636f91a95dfe5dbed5b3e76439d45f57f2cf6fbc433bb40f8,True
commercial_state_openweight_variance_v2,mistral_small4__payment-release-reconcile__seed_20260903,mistral_small4,commercial_state_mistral_small4_v2,inference_seed,20260903,declared,sealed_run_plan,d838646802a439266fa4319a0da7ec68d16cafa2dbd0ef9ab121010b48b46e14,True
commercial_state_openweight_variance_v2,mistral_small4__payment-release-reconcile__seed_20260903,mistral_small4,commercial_state_mistral_small4_v2,external_tools_enabled,False,declared,sealed_run_plan,d838646802a439266fa4319a0da7ec68d16cafa2dbd0ef9ab121010b48b46e14,True
commercial_state_openweight_variance_v2,mistral_small4__payment-release-reconcile__seed_20260903,mistral_small4,commercial_state_mistral_small4_v2,memory_enabled,False,declared,sealed_run_plan,d838646802a439266fa4319a0da7ec68d16cafa2dbd0ef9ab121010b48b46e14,True
commercial_state_openweight_variance_v2,mistral_small4__payment-release-reconcile__seed_20260903,mistral_small4,commercial_state_mistral_small4_v2,license_id,Apache-2.0,declared,sealed_run_plan,d838646802a439266fa4319a0da7ec68d16cafa2dbd0ef9ab121010b48b46e14,True
commercial_state_openweight_variance_v2,qwen38_flash__payment-release-reconcile__seed_20260903,qwen38_flash,commercial_state_qwen38_flash_v2,structured_output_observed,True,live_observed,evaluation_receipt,0a00ad838298aee50472238b04e6337ac1d95d4e4844dad7b79d4d19be4c031d,True
commercial_state_openweight_variance_v2,qwen38_flash__payment-release-reconcile__seed_20260903,qwen38_flash,commercial_state_qwen38_flash_v2,inference_seed,20260903,declared,sealed_run_plan,4d5f96993a3c01bbd17375568fe29adb514f8b0184377051d93c8fcc6c725d3c,True
commercial_state_openweight_variance_v2,qwen38_flash__payment-release-reconcile__seed_20260903,qwen38_flash,commercial_state_qwen38_flash_v2,external_tools_enabled,False,declared,sealed_run_plan,4d5f96993a3c01bbd17375568fe29adb514f8b0184377051d93c8fcc6c725d3c,True
commercial_state_openweight_variance_v2,qwen38_flash__payment-release-reconcile__seed_20260903,qwen38_flash,commercial_state_qwen38_flash_v2,memory_enabled,False,declared,sealed_run_plan,4d5f96993a3c01bbd17375568fe29adb514f8b0184377051d93c8fcc6c725d3c,True
commercial_state_openweight_variance_v2,qwen38_flash__payment-release-reconcile__seed_20260903,qwen38_flash,commercial_state_qwen38_flash_v2,license_id,custom,declared,sealed_run_plan,4d5f96993a3c01bbd17375568fe29adb514f8b0184377051d93c8fcc6c725d3c,True
commercial_state_openweight_variance_v2,minimax_m3__payment-release-reconcile__seed_20260903,minimax_m3,commercial_state_minimax_m3_parasail_v2,structured_output_observed,False,live_observed,evaluation_receipt,dbf2b28187d0a639a67a7074f0e22be06f6b8751f446a73fba44c93c93267ff3,True
commercial_state_openweight_variance_v2,minimax_m3__payment-release-reconcile__seed_20260903,minimax_m3,commercial_state_minimax_m3_parasail_v2,inference_seed,20260903,declared,sealed_run_plan,3740313ed9309845467e772a0b9b0963e7ffa6d6a199cd8c77f453cbdcdd87d8,True
commercial_state_openweight_variance_v2,minimax_m3__payment-release-reconcile__seed_20260903,minimax_m3,commercial_state_minimax_m3_parasail_v2,external_tools_enabled,False,declared,sealed_run_plan,3740313ed9309845467e772a0b9b0963e7ffa6d6a199cd8c77f453cbdcdd87d8,True
commercial_state_openweight_variance_v2,minimax_m3__payment-release-reconcile__seed_20260903,minimax_m3,commercial_state_minimax_m3_parasail_v2,memory_enabled,False,declared,sealed_run_plan,3740313ed9309845467e772a0b9b0963e7ffa6d6a199cd8c77f453cbdcdd87d8,True
commercial_state_openweight_variance_v2,minimax_m3__payment-release-reconcile__seed_20260903,minimax_m3,commercial_state_minimax_m3_parasail_v2,license_id,custom,declared,sealed_run_plan,3740313ed9309845467e772a0b9b0963e7ffa6d6a199cd8c77f453cbdcdd87d8,True
