run_id,benchmark_id,benchmark_version,model_name,harness_name,runner_version,tasks_expected,tasks_executed,tasks_passed,tasks_failed,tasks_not_started,call_count,exception_count,prompt_tokens,cached_tokens,completion_tokens,total_tokens,total_cost_usd,latency_seconds,telemetry_complete
runplan_36020fb3e645f00e,refund_v21_1n_suite,2.1.0,mixed[refund-v21-scripted|refund-v21-scripted-payments],minimal_chat@1.0,aeread.shared_runner.task.execution@0.1.0,120,120,120,0,0,960,0,0,0,0,0,0.0,0.35784800000000005,true
