case_id,source,policy,termination_reason,project_completed,project_constraints_satisfied,logical_actions,developer_equity_npv_cents,total_project_npv_cents,receipt_status,inclusion_status,run_plan_sha256,replay_verified,coalition_decision
datacenter_development_v1.worlds_v3.liability_transfer_003,world_pack,walk_away,developer_walk,False,False,1,-800000000,-800000000,ok,included,47e239280c22a5aec5ce89c10c6e0f2cefab54f900db9e686f588cc2c71dde8b,True,
datacenter_development_v1.worlds_v3.liability_transfer_003,world_pack,adopt_every_counter,agreement_stack_executed,True,False,28,64761740214,66279083915,ok,included,1df8d5c2a35f55da0285f6048928db2c21ecdd938c0405d285f53bfb84fc98c5,True,
datacenter_development_v1.worlds_v3.liability_transfer_004,world_pack,scripted,agreement_stack_executed,True,True,18,70427633679,71626667758,ok,included,43b060c5ee477acfcf575ae28320a279a8218ebdc278840f62f9ccae6f49cfc4,True,
datacenter_development_v1.worlds_v3.liability_transfer_004,world_pack,walk_away,developer_walk,False,False,1,-1100000000,-1100000000,ok,included,6493d406cb8d69262f46d9e76694ea85de28cff0b5196e90857960142206bb27,True,
datacenter_development_v1.worlds_v3.liability_transfer_004,world_pack,adopt_every_counter,agreement_stack_executed,True,False,28,66861045874,68397560630,ok,included,46895480df3d9fd34909131f1f0569a64e0964b2d5752ae1a66afc4ded7db574,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_001,world_pack,scripted,agreement_stack_executed,True,True,18,58801094133,60555770323,ok,included,40fdca988e8acca7d453561d4fc1124970d9b64f4313f9cadcd371f3325ec019,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_001,world_pack,walk_away,developer_walk,False,False,1,-1500000000,-1500000000,ok,included,92839ca1175816e5fce28c37f9fdddd8c1a0f498a049b2f44076981e6d153f59,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_001,world_pack,adopt_every_counter,agreement_stack_executed,True,False,28,55462140482,57498971932,ok,included,bc16a37baa0691b1552f009f6fec3d5ee1c65a2897555b17c801e59d12ee862b,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_002,world_pack,scripted,agreement_stack_executed,True,True,18,57287999075,59025229213,ok,included,17a4435c4e3731b39c31d1b18fe85cf9216d4eeedffa93edda66ac0df1ff89da,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_002,world_pack,walk_away,developer_walk,False,False,1,-800000000,-800000000,ok,included,77c1c4192ef72fef0527f20990791e0a99d9212f2deb3ef2f2ad8bd476b08583,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_002,world_pack,adopt_every_counter,agreement_stack_executed,True,False,28,52293594454,54748155143,ok,included,fc12bab5a1b3459cb4e3e72179347c218752e194193689335e3cd79547e9270f,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_003,world_pack,scripted,agreement_stack_executed,True,True,18,41534920655,42997603477,ok,included,50f3cdccc994da09a1282dfefdd02161e136d39e2fefc1c25d128c9363de43ff,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_003,world_pack,walk_away,developer_walk,False,False,1,-1100000000,-1100000000,ok,included,af17e4b6e92ea507be1e67fa692ecdf06319bc3e7266561510cc695694fc0b45,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_003,world_pack,adopt_every_counter,agreement_stack_executed,True,False,28,36867519732,39072648541,ok,included,d105da413e8ab9312f3f37d744fc11fa8be955589906bb81bce1e88703029fff,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_004,world_pack,scripted,agreement_stack_executed,True,True,18,55689416226,57204437186,ok,included,824645e41e224275e96f7b92f518b15061d36167c91255f22bc807482b4cc330,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_004,world_pack,walk_away,developer_walk,False,False,1,-1500000000,-1500000000,ok,included,90b6d33ccf4295e2dc10e5d4e0392144f6830190fc653af1150be13a60b53eda,True,
datacenter_development_v1.worlds_v3.verbal_written_divergence_004,world_pack,adopt_every_counter,agreement_stack_executed,True,False,28,52711680398,54550234733,ok,included,83179c62c87cbd14d1503dd7c62c6fbe277a245a9277a37320816095b5553420,True,
