campaign_id,cell_key,pair_key,condition,run_plan_id,run_plan_sha256,model_id,profile_id,inference_seed,provider,requested_model,canonical_model,harness,max_action_attempts,sdk_retries,response_cache
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__mistral32_deepinfra__seed_312701,mistral32_deepinfra__seed_312701,dedicated_accept_schema,runplan_67bf3fecf5c7c7e2,67bf3fecf5c7c7e2ea93cc6aa0f593113a96f2e4fdad774ecc97d3568554a9f6,mistral32_deepinfra,datacenter_action_schema_mistral32_deepinfra_v2,312701,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__mistral32_deepinfra__seed_312702,mistral32_deepinfra__seed_312702,dedicated_accept_schema,runplan_e66275153097fa5c,e66275153097fa5c71fb8a833ee2364cad3130fd95c3e499fda8f18d8e092047,mistral32_deepinfra,datacenter_action_schema_mistral32_deepinfra_v2,312702,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__mistral32_deepinfra__seed_312703,mistral32_deepinfra__seed_312703,dedicated_accept_schema,runplan_bc289801902a6bca,bc289801902a6bcaef2bc547263cc982864ef6a152cbb61b083536ca8170033e,mistral32_deepinfra,datacenter_action_schema_mistral32_deepinfra_v2,312703,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__mistral32_deepinfra__seed_312704,mistral32_deepinfra__seed_312704,dedicated_accept_schema,runplan_a9469881fc954797,a9469881fc9547977555c43324a4042d0454cd71f1eb469bb3807725f5fede89,mistral32_deepinfra,datacenter_action_schema_mistral32_deepinfra_v2,312704,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__mistral32_deepinfra__seed_312705,mistral32_deepinfra__seed_312705,dedicated_accept_schema,runplan_a5ee9ebd4ac121e6,a5ee9ebd4ac121e67bbe968fd3390a0bbdacafc5da45b9e1d5263693a80343e4,mistral32_deepinfra,datacenter_action_schema_mistral32_deepinfra_v2,312705,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__qwen3_235b_novita__seed_312701,qwen3_235b_novita__seed_312701,dedicated_accept_schema,runplan_8b3fc372c8f075c8,8b3fc372c8f075c83829365d3088f38918ede67b9e562c64c4df3cc4b655ac6d,qwen3_235b_novita,datacenter_action_schema_qwen3_235b_novita_v2,312701,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__qwen3_235b_novita__seed_312702,qwen3_235b_novita__seed_312702,dedicated_accept_schema,runplan_d2f347367074136a,d2f347367074136ac4da6dae39b8994a21483203ec95c876f0d9a729f3ba04ed,qwen3_235b_novita,datacenter_action_schema_qwen3_235b_novita_v2,312702,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__qwen3_235b_novita__seed_312703,qwen3_235b_novita__seed_312703,dedicated_accept_schema,runplan_f3825b69409579cf,f3825b69409579cfb7c19d734f52e93d366488a307449de45ef96fc74ece587d,qwen3_235b_novita,datacenter_action_schema_qwen3_235b_novita_v2,312703,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__qwen3_235b_novita__seed_312704,qwen3_235b_novita__seed_312704,dedicated_accept_schema,runplan_1c9658eed862cba0,1c9658eed862cba019eaa4078ed2ffa0d4a5818c7f268dd5547eed94a6d4dce4,qwen3_235b_novita,datacenter_action_schema_qwen3_235b_novita_v2,312704,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,dedicated_accept_schema__qwen3_235b_novita__seed_312705,qwen3_235b_novita__seed_312705,dedicated_accept_schema,runplan_e1b2d9b1acf0fce9,e1b2d9b1acf0fce9ebca3b4be2cbc493097bf386209ba5cbd02e2552df2f7a3c,qwen3_235b_novita,datacenter_action_schema_qwen3_235b_novita_v2,312705,Novita,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-07-25,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,shared_offer_schema__mistral32_deepinfra__seed_312701,mistral32_deepinfra__seed_312701,shared_offer_schema,runplan_80f81a9050243452,80f81a9050243452d120bc81e9c74cb7b54798799f77b844c92e146c9eec0883,mistral32_deepinfra,datacenter_action_schema_mistral32_deepinfra_v2,312701,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,shared_offer_schema__mistral32_deepinfra__seed_312702,mistral32_deepinfra__seed_312702,shared_offer_schema,runplan_9ba05e956469de71,9ba05e956469de71c3bbc71feda13f578a5756cd659dd1fcc79ed3a33ccc523f,mistral32_deepinfra,datacenter_action_schema_mistral32_deepinfra_v2,312702,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
datacenter_counteroffer_action_schema_v2,shared_offer_schema__mistral32_deepinfra__seed_312703,mistral32_deepinfra__seed_312703,shared_offer_schema,runplan_0f33158d293db0c8,0f33158d293db0c8abed51c089fad1ae17fb878119761ba3ffe6afd598ff2669,mistral32_deepinfra,datacenter_action_schema_mistral32_deepinfra_v2,312703,DeepInfra,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct-2506,minimal_chat/1.0,1,0,False
