campaign_id,model_id,requested_model,canonical_model,provider,quantization,tenant_profile_id,tenant_profile_sha256,landlord_profile_id,landlord_profile_sha256,input_per_million,cached_input_per_million,output_per_million,endpoint_snapshot_sha256,endpoint_status,uptime_last_5m,uptime_last_30m,planned_admission_probes,passed_admission_probes,admission_failures
housing_model_sensitivity_openrouter_deepinfra_v11,glm_53_flash,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash-20260826,DeepInfra,fp8,housing_glm_53_flash_deepinfra_tenant_v11,f58b31c2cf2502e70c07be6c0f5a34a54264aae7088a6d36ef574eab5f043779,housing_glm_53_flash_deepinfra_landlord_v11,8602104acfee80ec72861c3586c4e13ff602f585073a9d693e339e7c2345ad0c,0.075,0.015,0.25,fc2251f241a3dc91bde3b95efd16ac6640036280a4f44e88c506dca60ab6d9d6,0,100,99.24523123370386,9,6,3
housing_model_sensitivity_openrouter_deepinfra_v11,deepseek_v4_flash,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-20260731,Parasail,fp8,housing_deepseek_v4_flash_parasail_tenant_v11,9e0fd4c3f7d7f376eb5acf1ab18d066394334b811c9e54197a491b25c17312db,housing_deepseek_v4_flash_parasail_landlord_v11,ecf2f0f07fe3ac658086a4d18e77705bef56f5674fd50dc3bfed8af417c064d1,0.14,0.05,0.28,bad3cd350aa1d33ec1a6f7b1f3f56b6910c63df741ec6506bec3cadd53309d08,0,99.83150800336983,99.7738917584583,9,9,0
